agency_cd	site_no	datetime	18601_00060_00003	18601_00060_00003_cd
5s	15s	20d	14n	10s
USGS	09066325	2017-02-22	20.9	A
USGS	09066325	2017-02-23	20.3	A
USGS	09066325	2017-02-24	18.4	A
USGS	09066325	2017-02-25	18.3	A
USGS	09066325	2017-02-26	18.4	A
USGS	09066325	2017-02-27	18.6	A
USGS	09066325	2017-02-28	18.7	A
USGS	09066325	2017-03-01	18.2	A
USGS	09066325	2017-03-02	18.1	A
USGS	09066325	2017-03-03	18.4	A
USGS	09066325	2017-03-04	18.8	A
USGS	09066325	2017-03-05	19.3	A
USGS	09066325	2017-03-06	17.4	A
USGS	09066325	2017-03-07	17.9	A
USGS	09066325	2017-03-08	18.8	A
USGS	09066325	2017-03-09	19.5	A
USGS	09066325	2017-03-10	21.6	A
USGS	09066325	2017-03-11	23.8	A
USGS	09066325	2017-03-12	25.0	A
USGS	09066325	2017-03-13	22.8	A
USGS	09066325	2017-03-14	23.6	A
USGS	09066325	2017-03-15	29.3	A
USGS	09066325	2017-03-16	37.0	A
USGS	09066325	2017-03-17	43.7	A
USGS	09066325	2017-03-18	51.8	A
USGS	09066325	2017-03-19	63.9	A
USGS	09066325	2017-03-20	66.2	A
USGS	09066325	2017-03-21	59.1	A
USGS	09066325	2017-03-22	57.3	A
USGS	09066325	2017-03-23	57.1	A
USGS	09066325	2017-03-24	56.2	A
USGS	09066325	2017-03-25	51.6	A
USGS	09066325	2017-03-26	51.9	A
USGS	09066325	2017-03-27	49.4	A
USGS	09066325	2017-03-28	48.9	A
USGS	09066325	2017-03-29	45.6	A
USGS	09066325	2017-03-30	45.7	A
USGS	09066325	2017-03-31	44.6	A
USGS	09066325	2017-04-01	42.3	A
USGS	09066325	2017-04-02	42.1	A
USGS	09066325	2017-04-03	42.9	A
USGS	09066325	2017-04-04	41.1	A
USGS	09066325	2017-04-05	39.1	A
USGS	09066325	2017-04-06	39.2	A
USGS	09066325	2017-04-07	44.4	A
USGS	09066325	2017-04-08	53.7	A
USGS	09066325	2017-04-09	57.7	A
USGS	09066325	2017-04-10	50.6	A
USGS	09066325	2017-04-11	48.7	A
USGS	09066325	2017-04-12	50.4	A
USGS	09066325	2017-04-13	68.1	A
USGS	09066325	2017-04-14	93.4	A
USGS	09066325	2017-04-15	109	A
USGS	09066325	2017-04-16	111	A
USGS	09066325	2017-04-17	118	A
USGS	09066325	2017-04-18	128	A
USGS	09066325	2017-04-19	158	A
USGS	09066325	2017-04-20	129	A
USGS	09066325	2017-04-21	113	A
USGS	09066325	2017-04-22	96.6	A
USGS	09066325	2017-04-23	94.8	A
USGS	09066325	2017-04-24	110	A
USGS	09066325	2017-04-25	110	A
USGS	09066325	2017-04-26	95.9	A
USGS	09066325	2017-04-27	90.6	A
USGS	09066325	2017-04-28	81.8	A
USGS	09066325	2017-04-29	73.8	A
USGS	09066325	2017-04-30	70.7	A
USGS	09066325	2017-05-01	69.6	A
USGS	09066325	2017-05-02	68.5	A
USGS	09066325	2017-05-03	65.7	A
USGS	09066325	2017-05-04	69.5	A
USGS	09066325	2017-05-05	101	A
USGS	09066325	2017-05-06	150	A
USGS	09066325	2017-05-07	180	A
USGS	09066325	2017-05-08	185	A
USGS	09066325	2017-05-09	205	A
USGS	09066325	2017-05-10	216	A
USGS	09066325	2017-05-11	224	A
USGS	09066325	2017-05-12	296	A
USGS	09066325	2017-05-13	389	A
USGS	09066325	2017-05-14	406	A
USGS	09066325	2017-05-15	383	A
USGS	09066325	2017-05-16	369	A
USGS	09066325	2017-05-17	317	A:e
USGS	09066325	2017-05-18	276	A:e
USGS	09066325	2017-05-19	249	A:e
USGS	09066325	2017-05-20	218	A
USGS	09066325	2017-05-21	202	A
USGS	09066325	2017-05-22	200	A
USGS	09066325	2017-05-23	187	A
USGS	09066325	2017-05-24	198	A
USGS	09066325	2017-05-25	253	A
USGS	09066325	2017-05-26	282	A
USGS	09066325	2017-05-27	300	A
USGS	09066325	2017-05-28	269	A
USGS	09066325	2017-05-29	270	A
USGS	09066325	2017-05-30	310	A
USGS	09066325	2017-05-31	388	A
USGS	09066325	2017-06-01	463	A
USGS	09066325	2017-06-02	519	A
USGS	09066325	2017-06-03	583	A
USGS	09066325	2017-06-04	689	A
USGS	09066325	2017-06-05	801	A
USGS	09066325	2017-06-06	805	A
USGS	09066325	2017-06-07	835	A
USGS	09066325	2017-06-08	980	A
USGS	09066325	2017-06-09	968	A
USGS	09066325	2017-06-10	978	A
USGS	09066325	2017-06-11	967	A
USGS	09066325	2017-06-12	907	A
USGS	09066325	2017-06-13	777	A
USGS	09066325	2017-06-14	647	A
USGS	09066325	2017-06-15	665	A
USGS	09066325	2017-06-16	713	A
USGS	09066325	2017-06-17	780	A
USGS	09066325	2017-06-18	801	A
USGS	09066325	2017-06-19	753	A
USGS	09066325	2017-06-20	716	A
USGS	09066325	2017-06-21	706	A
USGS	09066325	2017-06-22	650	A
USGS	09066325	2017-06-23	586	A
USGS	09066325	2017-06-24	517	A
USGS	09066325	2017-06-25	460	A
USGS	09066325	2017-06-26	424	A
USGS	09066325	2017-06-27	393	A
USGS	09066325	2017-06-28	359	A
USGS	09066325	2017-06-29	323	A
USGS	09066325	2017-06-30	300	A
USGS	09066325	2017-07-01	277	A
USGS	09066325	2017-07-02	256	A
USGS	09066325	2017-07-03	232	A
USGS	09066325	2017-07-04	229	A
USGS	09066325	2017-07-05	221	A
USGS	09066325	2017-07-06	214	A
USGS	09066325	2017-07-07	200	A
USGS	09066325	2017-07-08	189	A
USGS	09066325	2017-07-09	177	A
USGS	09066325	2017-07-10	175	A
USGS	09066325	2017-07-11	193	A
USGS	09066325	2017-07-12	222	A
USGS	09066325	2017-07-13	210	A
USGS	09066325	2017-07-14	166	A
USGS	09066325	2017-07-15	148	A
USGS	09066325	2017-07-16	139	A
USGS	09066325	2017-07-17	130	A
USGS	09066325	2017-07-18	119	A
USGS	09066325	2017-07-19	115	A
USGS	09066325	2017-07-20	115	A
USGS	09066325	2017-07-21	106	A
USGS	09066325	2017-07-22	102	A
USGS	09066325	2017-07-23	92.9	A
USGS	09066325	2017-07-24	84.4	A
USGS	09066325	2017-07-25	85.4	A
USGS	09066325	2017-07-26	89.6	A
USGS	09066325	2017-07-27	82.1	A
USGS	09066325	2017-07-28	80.8	A
USGS	09066325	2017-07-29	99.1	A
USGS	09066325	2017-07-30	83.6	A
USGS	09066325	2017-07-31	73.9	A
USGS	09066325	2017-08-01	67.4	A
USGS	09066325	2017-08-02	62.8	A
USGS	09066325	2017-08-03	59.2	A
USGS	09066325	2017-08-04	56.3	A
USGS	09066325	2017-08-05	55.3	A
USGS	09066325	2017-08-06	53.6	A
USGS	09066325	2017-08-07	50.2	A
USGS	09066325	2017-08-08	54.4	A
USGS	09066325	2017-08-09	59.3	A
USGS	09066325	2017-08-10	59.8	A
USGS	09066325	2017-08-11	52.4	A
USGS	09066325	2017-08-12	49.0	A
USGS	09066325	2017-08-13	45.9	A
USGS	09066325	2017-08-14	42.8	A
USGS	09066325	2017-08-15	41.6	A
USGS	09066325	2017-08-16	40.1	A
USGS	09066325	2017-08-17	37.6	A
USGS	09066325	2017-08-18	35.6	A
USGS	09066325	2017-08-19	34.3	A
USGS	09066325	2017-08-20	33.0	A
USGS	09066325	2017-08-21	31.7	A
USGS	09066325	2017-08-22	31.3	A
USGS	09066325	2017-08-23	30.5	A
USGS	09066325	2017-08-24	31.6	A
USGS	09066325	2017-08-25	33.9	A
USGS	09066325	2017-08-26	30.2	A
USGS	09066325	2017-08-27	28.1	A
USGS	09066325	2017-08-28	27.0	A
USGS	09066325	2017-08-29	25.9	A
USGS	09066325	2017-08-30	24.8	A
USGS	09066325	2017-08-31	24.5	A
USGS	09066325	2017-09-01	25.0	A
USGS	09066325	2017-09-02	24.0	A
USGS	09066325	2017-09-03	22.8	A
USGS	09066325	2017-09-04	22.3	A
USGS	09066325	2017-09-05	21.6	A
USGS	09066325	2017-09-06	20.7	A
USGS	09066325	2017-09-07	20.2	A
USGS	09066325	2017-09-08	20.5	A
USGS	09066325	2017-09-09	21.2	A
USGS	09066325	2017-09-10	22.0	A
USGS	09066325	2017-09-11	32.0	A
USGS	09066325	2017-09-12	32.9	A
USGS	09066325	2017-09-13	26.6	A
USGS	09066325	2017-09-14	25.2	A
USGS	09066325	2017-09-15	27.3	A
USGS	09066325	2017-09-16	26.8	A
USGS	09066325	2017-09-17	25.4	A
USGS	09066325	2017-09-18	24.6	A
USGS	09066325	2017-09-19	22.4	A
USGS	09066325	2017-09-20	21.6	A
USGS	09066325	2017-09-21	20.8	A
USGS	09066325	2017-09-22	20.3	A
USGS	09066325	2017-09-23	22.5	A
USGS	09066325	2017-09-24	23.1	A
USGS	09066325	2017-09-25	21.8	A
USGS	09066325	2017-09-26	21.1	A
USGS	09066325	2017-09-27	20.8	A
USGS	09066325	2017-09-28	21.6	A
USGS	09066325	2017-09-29	21.2	A
USGS	09066325	2017-09-30	23.0	A
USGS	09066325	2017-10-01	37.7	A
USGS	09066325	2017-10-02	39.4	A
USGS	09066325	2017-10-03	35.1	A
USGS	09066325	2017-10-04	41.1	A
USGS	09066325	2017-10-05	48.5	A
USGS	09066325	2017-10-06	48.1	A
USGS	09066325	2017-10-07	39.0	A
USGS	09066325	2017-10-08	36.7	A
USGS	09066325	2017-10-09	35.4	A
USGS	09066325	2017-10-10	31.7	A
USGS	09066325	2017-10-11	30.7	A
USGS	09066325	2017-10-12	29.7	A
USGS	09066325	2017-10-13	28.7	A
USGS	09066325	2017-10-14	26.6	A
USGS	09066325	2017-10-15	22.9	A
USGS	09066325	2017-10-16	24.3	A
USGS	09066325	2017-10-17	22.8	A
USGS	09066325	2017-10-18	22.9	A
USGS	09066325	2017-10-19	22.9	A
USGS	09066325	2017-10-20	22.9	A
USGS	09066325	2017-10-21	24.3	A
USGS	09066325	2017-10-22	22.1	A
USGS	09066325	2017-10-23	24.1	A
USGS	09066325	2017-10-24	21.8	A
USGS	09066325	2017-10-25	21.4	A
USGS	09066325	2017-10-26	21.9	A
USGS	09066325	2017-10-27	18.8	A
USGS	09066325	2017-10-28	20.5	A
USGS	09066325	2017-10-29	18.4	A
USGS	09066325	2017-10-30	20.2	A
USGS	09066325	2017-10-31	21.2	A
USGS	09066325	2017-11-01	19.1	A
USGS	09066325	2017-11-02	19.5	A
USGS	09066325	2017-11-03	19.1	A
USGS	09066325	2017-11-04	18.9	A
USGS	09066325	2017-11-05	19.2	A
USGS	09066325	2017-11-06	19.1	A
USGS	09066325	2017-11-07	18.9	A
USGS	09066325	2017-11-08	16.3	A
USGS	09066325	2017-11-09	15.5	A
USGS	09066325	2017-11-10	16.8	A
USGS	09066325	2017-11-11	17.1	A
USGS	09066325	2017-11-12	14.8	A
USGS	09066325	2017-11-13	16.2	A
USGS	09066325	2017-11-14	15.4	A
USGS	09066325	2017-11-15	14.6	A
USGS	09066325	2017-11-16	14.1	A
USGS	09066325	2017-11-17	17.2	A
USGS	09066325	2017-11-18	12.9	A
USGS	09066325	2017-11-19	12.1	A
USGS	09066325	2017-11-20	14.5	A
USGS	09066325	2017-11-21	16.3	A
USGS	09066325	2017-11-22	16.6	A
USGS	09066325	2017-11-23	17.0	A
USGS	09066325	2017-11-24	17.0	A
USGS	09066325	2017-11-25	16.1	A
USGS	09066325	2017-11-26	15.2	A
USGS	09066325	2017-11-27	15.7	A
USGS	09066325	2017-11-28	15.3	A
USGS	09066325	2017-11-29	14.1	A
USGS	09066325	2017-11-30	13.2	A
USGS	09066325	2017-12-01	14.8	A
USGS	09066325	2017-12-02	15.4	A
USGS	09066325	2017-12-03	14.8	A
USGS	09066325	2017-12-04	13.8	A
USGS	09066325	2017-12-05	11.8	A
USGS	09066325	2017-12-06	10.6	A
USGS	09066325	2017-12-07	11.8	A
USGS	09066325	2017-12-08	13.6	A
USGS	09066325	2017-12-09	12.9	A
USGS	09066325	2017-12-10	12.4	A
USGS	09066325	2017-12-11	12.5	A
USGS	09066325	2017-12-12	13.3	A
USGS	09066325	2017-12-13	14.3	A
USGS	09066325	2017-12-14	15.0	A
USGS	09066325	2017-12-15	13.5	A
USGS	09066325	2017-12-16	14.0	A
USGS	09066325	2017-12-17	14.6	A
USGS	09066325	2017-12-18	15.5	A
USGS	09066325	2017-12-19	16.3	A
USGS	09066325	2017-12-20	16.3	A
USGS	09066325	2017-12-21	16.9	A
USGS	09066325	2017-12-22	15.9	A
USGS	09066325	2017-12-23	16.5	A
USGS	09066325	2017-12-24	16.0	A
USGS	09066325	2017-12-25	17.1	A
USGS	09066325	2017-12-26	18.3	A
USGS	09066325	2017-12-27	18.3	A
USGS	09066325	2017-12-28	19.2	A
USGS	09066325	2017-12-29	19.0	A
USGS	09066325	2017-12-30	18.9	A
USGS	09066325	2017-12-31	19.0	A
USGS	09066325	2018-01-01	17.6	A
USGS	09066325	2018-01-02	16.4	A
USGS	09066325	2018-01-03	16.4	A
USGS	09066325	2018-01-04	16.1	A
USGS	09066325	2018-01-05	16.5	A
USGS	09066325	2018-01-06	16.9	A
USGS	09066325	2018-01-07	17.7	A
USGS	09066325	2018-01-08	16.7	A
USGS	09066325	2018-01-09	18.2	A
USGS	09066325	2018-01-10	17.4	A
USGS	09066325	2018-01-11	17.2	A
USGS	09066325	2018-01-12	17.5	A
USGS	09066325	2018-01-13	18.1	A
USGS	09066325	2018-01-14	17.7	A
USGS	09066325	2018-01-15	16.2	A
USGS	09066325	2018-01-16	14.0	A
USGS	09066325	2018-01-17	16.1	A
USGS	09066325	2018-01-18	16.6	A
USGS	09066325	2018-01-19	16.6	A
USGS	09066325	2018-01-20	17.1	A
USGS	09066325	2018-01-21	17.2	A
USGS	09066325	2018-01-22	16.3	A
USGS	09066325	2018-01-23	16.4	A
USGS	09066325	2018-01-24	15.8	A
USGS	09066325	2018-01-25	16.6	A
USGS	09066325	2018-01-26	16.5	A
USGS	09066325	2018-01-27	16.2	A
USGS	09066325	2018-01-28	16.9	A
USGS	09066325	2018-01-29	16.0	A
USGS	09066325	2018-01-30	16.5	A
USGS	09066325	2018-01-31	16.3	A
USGS	09066325	2018-02-01	16.4	A
USGS	09066325	2018-02-02	16.9	A
USGS	09066325	2018-02-03	16.9	A
USGS	09066325	2018-02-04	16.6	A
USGS	09066325	2018-02-05	16.4	A
USGS	09066325	2018-02-06	16.6	A
USGS	09066325	2018-02-07	15.9	A
USGS	09066325	2018-02-08	16.5	A
USGS	09066325	2018-02-09	16.4	A
USGS	09066325	2018-02-10	15.9	A
USGS	09066325	2018-02-11	14.9	A
USGS	09066325	2018-02-12	15.8	A
USGS	09066325	2018-02-13	16.3	A
USGS	09066325	2018-02-14	16.3	A
USGS	09066325	2018-02-15	15.5	A
USGS	09066325	2018-02-16	14.6	A
USGS	09066325	2018-02-17	15.9	A
USGS	09066325	2018-02-18	15.3	A
USGS	09066325	2018-02-19	15.6	A
USGS	09066325	2018-02-20	13.5	A
USGS	09066325	2018-02-21	13.8	A
USGS	09066325	2018-02-22	14.9	A
USGS	09066325	2018-02-23	14.9	A
USGS	09066325	2018-02-24	14.6	A
USGS	09066325	2018-02-25	14.1	A
USGS	09066325	2018-02-26	13.7	A
USGS	09066325	2018-02-27	14.1	A
USGS	09066325	2018-02-28	14.0	A
USGS	09066325	2018-03-01	13.7	A
USGS	09066325	2018-03-02	15.4	A
USGS	09066325	2018-03-03	16.1	A
USGS	09066325	2018-03-04	15.6	A
USGS	09066325	2018-03-05	13.6	A
USGS	09066325	2018-03-06	14.2	A
USGS	09066325	2018-03-07	13.8	A
USGS	09066325	2018-03-08	14.6	A
USGS	09066325	2018-03-09	15.1	A
USGS	09066325	2018-03-10	14.8	A
USGS	09066325	2018-03-11	13.3	A
USGS	09066325	2018-03-12	14.6	A
USGS	09066325	2018-03-13	15.8	A
USGS	09066325	2018-03-14	16.4	A
USGS	09066325	2018-03-15	16.4	A
USGS	09066325	2018-03-16	15.6	A
USGS	09066325	2018-03-17	14.4	A
USGS	09066325	2018-03-18	13.7	A
USGS	09066325	2018-03-19	13.0	A
USGS	09066325	2018-03-20	12.5	A
USGS	09066325	2018-03-21	12.9	A
USGS	09066325	2018-03-22	14.0	A
USGS	09066325	2018-03-23	19.2	A
USGS	09066325	2018-03-24	17.7	A
USGS	09066325	2018-03-25	17.9	A
USGS	09066325	2018-03-26	18.0	A
USGS	09066325	2018-03-27	17.7	A
USGS	09066325	2018-03-28	16.0	A
USGS	09066325	2018-03-29	14.7	A
USGS	09066325	2018-03-30	16.1	A
USGS	09066325	2018-03-31	17.1	A
USGS	09066325	2018-04-01	19.7	A
USGS	09066325	2018-04-02	20.9	A
USGS	09066325	2018-04-03	20.3	A
USGS	09066325	2018-04-04	19.3	A
USGS	09066325	2018-04-05	19.6	A
USGS	09066325	2018-04-06	24.3	A
USGS	09066325	2018-04-07	35.2	A
USGS	09066325	2018-04-08	41.9	A
USGS	09066325	2018-04-09	29.7	A
USGS	09066325	2018-04-10	29.1	A
USGS	09066325	2018-04-11	34.7	A
USGS	09066325	2018-04-12	40.1	A
USGS	09066325	2018-04-13	33.7	A
USGS	09066325	2018-04-14	29.8	A
USGS	09066325	2018-04-15	31.2	A
USGS	09066325	2018-04-16	31.4	A
USGS	09066325	2018-04-17	29.3	A
USGS	09066325	2018-04-18	28.1	A
USGS	09066325	2018-04-19	30.3	A
USGS	09066325	2018-04-20	33.5	A
USGS	09066325	2018-04-21	29.7	A
USGS	09066325	2018-04-22	32.6	A
USGS	09066325	2018-04-23	45.2	A
USGS	09066325	2018-04-24	55.8	A
USGS	09066325	2018-04-25	54.0	A
USGS	09066325	2018-04-26	72.5	A
USGS	09066325	2018-04-27	97.4	A
USGS	09066325	2018-04-28	128	A
USGS	09066325	2018-04-29	167	A
USGS	09066325	2018-04-30	184	A
USGS	09066325	2018-05-01	158	A
USGS	09066325	2018-05-02	127	A
USGS	09066325	2018-05-03	106	A
USGS	09066325	2018-05-04	100	A
USGS	09066325	2018-05-05	106	A
USGS	09066325	2018-05-06	134	A
USGS	09066325	2018-05-07	178	A
USGS	09066325	2018-05-08	239	A
USGS	09066325	2018-05-09	291	A
USGS	09066325	2018-05-10	326	A
USGS	09066325	2018-05-11	391	A
USGS	09066325	2018-05-12	403	A
USGS	09066325	2018-05-13	396	A
USGS	09066325	2018-05-14	352	A
USGS	09066325	2018-05-15	347	A
USGS	09066325	2018-05-16	394	A
USGS	09066325	2018-05-17	453	A
USGS	09066325	2018-05-18	417	A
USGS	09066325	2018-05-19	351	A
USGS	09066325	2018-05-20	336	A
USGS	09066325	2018-05-21	359	A
USGS	09066325	2018-05-22	392	A
USGS	09066325	2018-05-23	401	A
USGS	09066325	2018-05-24	444	A
USGS	09066325	2018-05-25	532	A
USGS	09066325	2018-05-26	536	A
USGS	09066325	2018-05-27	489	A
USGS	09066325	2018-05-28	442	A
USGS	09066325	2018-05-29	382	A
USGS	09066325	2018-05-30	380	A
USGS	09066325	2018-05-31	443	A
USGS	09066325	2018-06-01	474	A
USGS	09066325	2018-06-02	455	A
USGS	09066325	2018-06-03	430	A
USGS	09066325	2018-06-04	435	A
USGS	09066325	2018-06-05	463	A
USGS	09066325	2018-06-06	455	A
USGS	09066325	2018-06-07	429	A
USGS	09066325	2018-06-08	413	A
USGS	09066325	2018-06-09	398	A
USGS	09066325	2018-06-10	377	A
USGS	09066325	2018-06-11	343	A
USGS	09066325	2018-06-12	317	A
USGS	09066325	2018-06-13	318	A
USGS	09066325	2018-06-14	299	A
USGS	09066325	2018-06-15	283	A
USGS	09066325	2018-06-16	265	A
USGS	09066325	2018-06-17	277	A
USGS	09066325	2018-06-18	282	A
USGS	09066325	2018-06-19	239	A
USGS	09066325	2018-06-20	211	A
USGS	09066325	2018-06-21	196	A
USGS	09066325	2018-06-22	177	A
USGS	09066325	2018-06-23	158	A
USGS	09066325	2018-06-24	145	A
USGS	09066325	2018-06-25	129	A
USGS	09066325	2018-06-26	126	A
USGS	09066325	2018-06-27	123	A
USGS	09066325	2018-06-28	117	A
USGS	09066325	2018-06-29	107	A
USGS	09066325	2018-06-30	95.1	A
USGS	09066325	2018-07-01	88.9	A
USGS	09066325	2018-07-02	83.4	A
USGS	09066325	2018-07-03	78.4	A
USGS	09066325	2018-07-04	74.2	A
USGS	09066325	2018-07-05	69.4	A
USGS	09066325	2018-07-06	66.6	A
USGS	09066325	2018-07-07	64.6	A
USGS	09066325	2018-07-08	62.1	A
USGS	09066325	2018-07-09	63.8	A
USGS	09066325	2018-07-10	55.6	A
USGS	09066325	2018-07-11	52.5	A
USGS	09066325	2018-07-12	50.2	A
USGS	09066325	2018-07-13	47.5	A
USGS	09066325	2018-07-14	44.4	A
USGS	09066325	2018-07-15	43.9	A
USGS	09066325	2018-07-16	40.8	A
USGS	09066325	2018-07-17	39.2	A
USGS	09066325	2018-07-18	36.4	A
USGS	09066325	2018-07-19	34.6	A
USGS	09066325	2018-07-20	32.8	A
USGS	09066325	2018-07-21	31.5	A
USGS	09066325	2018-07-22	30.6	A
USGS	09066325	2018-07-23	33.5	A
USGS	09066325	2018-07-24	33.7	A
USGS	09066325	2018-07-25	30.5	A
USGS	09066325	2018-07-26	29.2	A
USGS	09066325	2018-07-27	28.4	A
USGS	09066325	2018-07-28	28.5	A
USGS	09066325	2018-07-29	27.8	A
USGS	09066325	2018-07-30	27.4	A
USGS	09066325	2018-07-31	25.4	A
USGS	09066325	2018-08-01	24.2	A
USGS	09066325	2018-08-02	23.8	A
USGS	09066325	2018-08-03	29.7	A
USGS	09066325	2018-08-04	36.8	A
USGS	09066325	2018-08-05	36.0	A
USGS	09066325	2018-08-06	31.1	A
USGS	09066325	2018-08-07	27.4	A
USGS	09066325	2018-08-08	25.3	A
USGS	09066325	2018-08-09	24.3	A
USGS	09066325	2018-08-10	23.4	A
USGS	09066325	2018-08-11	22.8	A
USGS	09066325	2018-08-12	21.2	A
USGS	09066325	2018-08-13	20.1	A
USGS	09066325	2018-08-14	20.1	A
USGS	09066325	2018-08-15	19.2	A
USGS	09066325	2018-08-16	18.8	A
USGS	09066325	2018-08-17	18.6	A
USGS	09066325	2018-08-18	21.0	A
USGS	09066325	2018-08-19	20.3	A
USGS	09066325	2018-08-20	19.4	A
USGS	09066325	2018-08-21	19.9	A
USGS	09066325	2018-08-22	24.5	A
USGS	09066325	2018-08-23	28.1	A
USGS	09066325	2018-08-24	23.5	A
USGS	09066325	2018-08-25	21.1	A
USGS	09066325	2018-08-26	19.4	A
USGS	09066325	2018-08-27	21.6	A
USGS	09066325	2018-08-28	19.3	A
USGS	09066325	2018-08-29	17.6	A
USGS	09066325	2018-08-30	16.7	A
USGS	09066325	2018-08-31	16.2	A
USGS	09066325	2018-09-01	17.1	A
USGS	09066325	2018-09-02	16.4	A
USGS	09066325	2018-09-03	15.8	A
USGS	09066325	2018-09-04	15.2	A
USGS	09066325	2018-09-05	14.8	A
USGS	09066325	2018-09-06	15.4	A
USGS	09066325	2018-09-07	15.2	A
USGS	09066325	2018-09-08	15.0	A
USGS	09066325	2018-09-09	14.3	A
USGS	09066325	2018-09-10	14.2	A
USGS	09066325	2018-09-11	13.3	A
USGS	09066325	2018-09-12	13.5	A
USGS	09066325	2018-09-13	13.5	A
USGS	09066325	2018-09-14	13.0	A
USGS	09066325	2018-09-15	13.2	A
USGS	09066325	2018-09-16	13.3	A
USGS	09066325	2018-09-17	12.8	A
USGS	09066325	2018-09-18	12.6	A
USGS	09066325	2018-09-19	13.2	A
USGS	09066325	2018-09-20	15.3	A
USGS	09066325	2018-09-21	14.2	A
USGS	09066325	2018-09-22	13.8	A
USGS	09066325	2018-09-23	13.6	A
USGS	09066325	2018-09-24	13.7	A
USGS	09066325	2018-09-25	15.0	A
USGS	09066325	2018-09-26	14.1	A
USGS	09066325	2018-09-27	14.2	A
USGS	09066325	2018-09-28	14.0	A
USGS	09066325	2018-09-29	13.2	A
USGS	09066325	2018-09-30	13.0	A
USGS	09066325	2018-10-01	13.3	A
USGS	09066325	2018-10-02	14.6	A
USGS	09066325	2018-10-03	17.1	A
USGS	09066325	2018-10-04	17.4	A
USGS	09066325	2018-10-05	17.6	A
USGS	09066325	2018-10-06	16.5	A
USGS	09066325	2018-10-07	16.3	A
USGS	09066325	2018-10-08	22.3	A
USGS	09066325	2018-10-09	21.2	A
USGS	09066325	2018-10-10	20.1	A
USGS	09066325	2018-10-11	21.9	A
USGS	09066325	2018-10-12	21.2	A
USGS	09066325	2018-10-13	19.2	A
USGS	09066325	2018-10-14	20.9	A
USGS	09066325	2018-10-15	14.7	A
USGS	09066325	2018-10-16	16.1	A
USGS	09066325	2018-10-17	18.6	A
USGS	09066325	2018-10-18	17.9	A
USGS	09066325	2018-10-19	18.2	A
USGS	09066325	2018-10-20	17.4	A
USGS	09066325	2018-10-21	18.1	A
USGS	09066325	2018-10-22	19.2	A
USGS	09066325	2018-10-23	19.0	A
USGS	09066325	2018-10-24	19.9	A
USGS	09066325	2018-10-25	19.2	A
USGS	09066325	2018-10-26	18.7	A
USGS	09066325	2018-10-27	17.5	A
USGS	09066325	2018-10-28	17.9	A
USGS	09066325	2018-10-29	17.7	A
USGS	09066325	2018-10-30	18.9	A
USGS	09066325	2018-10-31	17.5	A
USGS	09066325	2018-11-01	16.1	A
USGS	09066325	2018-11-02	19.1	A
USGS	09066325	2018-11-03	19.9	A
USGS	09066325	2018-11-04	20.1	A
USGS	09066325	2018-11-05	18.0	A
USGS	09066325	2018-11-06	20.7	A
USGS	09066325	2018-11-07	15.9	A
USGS	09066325	2018-11-08	14.5	A
USGS	09066325	2018-11-09	13.4	A
USGS	09066325	2018-11-10	14.5	A
USGS	09066325	2018-11-11	14.6	A
USGS	09066325	2018-11-12	13.0	A
USGS	09066325	2018-11-13	13.3	A
USGS	09066325	2018-11-14	14.0	A
USGS	09066325	2018-11-15	14.6	A
USGS	09066325	2018-11-16	14.7	A
USGS	09066325	2018-11-17	15.7	A
USGS	09066325	2018-11-18	15.9	A
USGS	09066325	2018-11-19	13.9	A
USGS	09066325	2018-11-20	14.6	A
USGS	09066325	2018-11-21	14.5	A
USGS	09066325	2018-11-22	15.1	A
USGS	09066325	2018-11-23	16.4	A
USGS	09066325	2018-11-24	16.8	A
USGS	09066325	2018-11-25	15.9	A
USGS	09066325	2018-11-26	14.8	A
USGS	09066325	2018-11-27	16.2	A
USGS	09066325	2018-11-28	17.0	A
USGS	09066325	2018-11-29	17.4	A
USGS	09066325	2018-11-30	17.5	A
USGS	09066325	2018-12-01	17.3	A
USGS	09066325	2018-12-02	15.3	A
USGS	09066325	2018-12-03	15.8	A
USGS	09066325	2018-12-04	14.1	A
USGS	09066325	2018-12-05	14.9	A
USGS	09066325	2018-12-06	17.0	A
USGS	09066325	2018-12-07	17.7	A
USGS	09066325	2018-12-08	17.5	A
USGS	09066325	2018-12-09	16.6	A
USGS	09066325	2018-12-10	14.0	A
USGS	09066325	2018-12-11	16.1	A
USGS	09066325	2018-12-12	15.5	A
USGS	09066325	2018-12-13	15.3	A
USGS	09066325	2018-12-14	15.4	A
USGS	09066325	2018-12-15	16.4	A
USGS	09066325	2018-12-16	16.7	A
USGS	09066325	2018-12-17	16.9	A
USGS	09066325	2018-12-18	18.1	A
USGS	09066325	2018-12-19	18.7	A
USGS	09066325	2018-12-20	18.5	A
USGS	09066325	2018-12-21	18.8	A
USGS	09066325	2018-12-22	19.5	A
USGS	09066325	2018-12-23	18.2	A
USGS	09066325	2018-12-24	20.2	A
USGS	09066325	2018-12-25	19.4	A
USGS	09066325	2018-12-26	20.1	A
USGS	09066325	2018-12-27	19.3	A
USGS	09066325	2018-12-28	18.2	A
USGS	09066325	2018-12-29	18.8	A
USGS	09066325	2018-12-30	20.0	A
USGS	09066325	2018-12-31	20.4	A
